episode_name_nohomers|episode_link_nohomers|episode_name_norm|episode_name_wikisimpsons|episode_link_wikisimpsons|episode_season
The Ten-Per-Cent Solution|https://nohomers.net/forums/index.php?threads/rate-and-review-the-ten-per-cent-solution-pabf02.37403/|TENPERCENTSOLUTION|The Ten-Per-Cent Solution|https://simpsonswiki.com/wiki/The_Ten-Per-Cent_Solution|23.0
Holidays of Future Passed|https://nohomers.net/forums/index.php?threads/rate-and-review-holidays-of-future-passed-nabf18.37423/|HOLIDAYSOFFUTUREPASSED|Holidays of Future Passed|https://simpsonswiki.com/wiki/Holidays_of_Future_Passed|23.0
Politically Inept, with Homer Simpson|https://nohomers.net/forums/index.php?threads/rate-and-review-%E2%80%9Cpolitically-inept-with-homer-simpson%E2%80%9D-pabf03.37485/|POLITICALLYINEPTWITHHOMERSIMPSON|Politically Inept, with Homer Simpson|https://simpsonswiki.com/wiki/Politically_Inept,_with_Homer_Simpson|23.0
The D'oh-cial Network|https://nohomers.net/forums/index.php?threads/rate-and-review-the-doh-cial-network-pabf04.37506/|(ANNOYEDGRUNT)CIALNETWORK|The D'oh-cial Network|https://simpsonswiki.com/wiki/The_D%27oh-cial_Network|23.0
Moe Goes From Rags to Riches|https://nohomers.net/forums/index.php?threads/rate-and-review-moe-goes-from-rags-to-riches-pabf05.37550/|MOEGOESFROMRAGSTORICHES|Moe Goes from Rags to Riches|https://simpsonswiki.com/wiki/Moe_Goes_from_Rags_to_Riches|23.0
The Daughter Also Rises|https://nohomers.net/forums/index.php?threads/the-daughter-also-rises-rate-review.37586/|DAUGHTERALSORISES|The Daughter Also Rises|https://simpsonswiki.com/wiki/The_Daughter_Also_Rises|23.0
At Long Last Leave|https://nohomers.net/forums/index.php?threads/rate-and-review-500th-episode-at-long-last-leave-pabf07.37621/|ATLONGLASTLEAVE|At Long Last Leave|https://simpsonswiki.com/wiki/At_Long_Last_Leave|23.0
Exit Through the Kwik-E-Mart|https://nohomers.net/forums/index.php?threads/rate-and-review-exit-through-the-kwik-e-mart-pabf09.37687/|EXITTHROUGHKWIKEMART|Exit Through the Kwik-E-Mart|https://simpsonswiki.com/wiki/Exit_Through_the_Kwik-E-Mart|23.0
How I Wet Your Mother|https://nohomers.net/forums/index.php?threads/rate-and-review-how-i-wet-your-mother-pabf08.37706/|HOWIWETYOURMOR|How I Wet Your Mother|https://simpsonswiki.com/wiki/How_I_Wet_Your_Mother|23.0
Them, Robot|https://nohomers.net/forums/index.php?threads/rate-and-review-%E2%80%9Cthem-robot%E2%80%9D-pabf10.37717/|MROBOT|Them, Robot|https://simpsonswiki.com/wiki/Them,_Robot|23.0
Beware My Cheating Bart|https://nohomers.net/forums/index.php?threads/rate-and-review-beware-my-cheating-bart-pabf11.37785/|BEWAREMYCHEATINGBART|Beware My Cheating Bart|https://simpsonswiki.com/wiki/Beware_My_Cheating_Bart|23.0
A Totally Fun Thing That Bart Will Never Do Again|https://nohomers.net/forums/index.php?threads/rate-and-review-a-totally-fun-thing-that-bart-will-never-do-again-pabf12.37810/|ATOTALLYFUNTHINGTHATBARTWILLNEVERDOAGAIN|||
The Spy Who Learned Me|https://nohomers.net/forums/index.php?threads/rate-and-review-the-spy-who-learned-me-pabf13.37837/|SPYWHOLEARNEDME|The Spy Who Learned Me|https://simpsonswiki.com/wiki/The_Spy_Who_Learned_Me|23.0
Ned 'N' Edna's Blend|https://nohomers.net/forums/index.php?threads/rate-and-review-ned-n-ednas-blend-pabf15.37842/|NEDNEDNASBLEND|||
Lisa Goes Gaga|https://nohomers.net/forums/index.php?threads/rate-and-review-lisa-goes-gaga-pabf14.37848/|LISAGOESGAGA|Lisa Goes Gaga|https://simpsonswiki.com/wiki/Lisa_Goes_Gaga|23.0
Moonshine River|https://nohomers.net/forums/index.php?threads/rate-and-review-moonshine-river-pabf21.38177/|MOONSHINERIVER|Moonshine River|https://simpsonswiki.com/wiki/Moonshine_River|24.0
Treehouse of Horror XXIII|https://nohomers.net/forums/index.php?threads/rate-and-review-treehouse-of-horror-xxiii-pabf17.38192/|TREEHOUSEOFHORRORXXIII|Treehouse of Horror XXIII|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXIII|24.0
Adventures in Baby-Getting|https://nohomers.net/forums/index.php?threads/rate-and-review-adventures-in-baby-getting-pabf18.38243/|ADVENTURESINBABYGETTING|Adventures in Baby-Getting|https://simpsonswiki.com/wiki/Adventures_in_Baby-Getting|24.0
Gone Abie Gone|https://nohomers.net/forums/index.php?threads/rate-and-review-gone-abie-gone-pabf16.38267/|GONEABIEGONE|Gone Abie Gone|https://simpsonswiki.com/wiki/Gone_Abie_Gone|24.0
Penny-Wiseguys|https://nohomers.net/forums/index.php?threads/rate-review-penny-wiseguys.38277/|PENNYWISEGUYS|Penny-Wiseguys|https://simpsonswiki.com/wiki/Penny-Wiseguys|24.0
A Tree Grows in Springfield|https://nohomers.net/forums/index.php?threads/rate-and-review-a-tree-grows-in-springfield-pabf22.38295/|ATREEGROWSINSPRINGFIELD|A Tree Grows in Springfield|https://simpsonswiki.com/wiki/A_Tree_Grows_in_Springfield|24.0
The Day the Earth Stood Cool|https://nohomers.net/forums/index.php?threads/rate-and-review-the-day-the-earth-stood-cool-pabf20.38335/|DAYEARTHSTOODCOOL|The Day the Earth Stood Cool|https://simpsonswiki.com/wiki/The_Day_the_Earth_Stood_Cool|24.0
To Cur with Love|https://nohomers.net/forums/index.php?threads/rate-and-review-to-cur-with-love-rabf01.38359/|TOCURWITHLOVE|To Cur, with Love|https://simpsonswiki.com/wiki/To_Cur,_with_Love|24.0
Homer Goes to Prep School|https://nohomers.net/forums/index.php?threads/rate-and-review-homer-goes-to-prep-school-rabf02.38399/|HOMERGOESTOPREPSCHOOL|Homer Goes to Prep School|https://simpsonswiki.com/wiki/Homer_Goes_to_Prep_School|24.0
A Test Before Trying|https://nohomers.net/forums/index.php?threads/rate-and-review-a-test-before-trying-rabf03.38434/|ATESTBEFORETRYING|A Test Before Trying|https://simpsonswiki.com/wiki/A_Test_Before_Trying|24.0
The Changing of the Guardian|https://nohomers.net/forums/index.php?threads/rate-and-review-the-changing-of-the-guardian-rabf04.38484/|CHANGINGOFGUARDIAN|The Changing of the Guardian|https://simpsonswiki.com/wiki/The_Changing_of_the_Guardian|24.0
Love is a Many-Splintered Thing|https://nohomers.net/forums/index.php?threads/rate-and-review-love-is-a-many-splintered-thing-rabf07.38522/|LOVEISAMANYSPLINTEREDTHING|Love Is a Many-Splintered Thing|https://simpsonswiki.com/wiki/Love_Is_a_Many-Splintered_Thing|24.0
Hardly Kirk-ing|https://nohomers.net/forums/index.php?threads/rate-and-review-hardly-kirk-ing-rabf05.38545/|HARDLYKIRKING|Hardly Kirk-ing|https://simpsonswiki.com/wiki/Hardly_Kirk-ing|24.0
Gorgeous Grampa|https://nohomers.net/forums/index.php?threads/rate-and-review-gorgeous-grampa-rabf06.38584/|GORGEOUSGRAMPA|Gorgeous Grampa|https://simpsonswiki.com/wiki/Gorgeous_Grampa|24.0
Black-Eyed, Please|https://nohomers.net/forums/index.php?threads/rate-and-review-black-eyed-please-rabf09.38609/|BLACKEYEDPLEASE|Black-Eyed, Please|https://simpsonswiki.com/wiki/Black-Eyed,_Please|24.0
Dark Knight Court|https://nohomers.net/forums/index.php?threads/rate-and-review-dark-knight-court-rabf10.38636/|DARKKNIGHTCOURT|Dark Knight Court|https://simpsonswiki.com/wiki/Dark_Knight_Court|24.0
What Animated Women Want|https://nohomers.net/forums/index.php?threads/rate-review-what-animated-women-want-rabf08.38731/|WHATANIMATEDWOMENWANT|What Animated Women Want|https://simpsonswiki.com/wiki/What_Animated_Women_Want|24.0
Pulpit Friction|https://nohomers.net/forums/index.php?threads/rate-and-review-pulpit-friction-rabf11.38778/|PULPITFRICTION|Pulpit Friction|https://simpsonswiki.com/wiki/Pulpit_Friction|24.0
Whiskey Business|https://nohomers.net/forums/index.php?threads/rate-review-whiskey-business-rabf13.38797/|WHISKEYBUSINESS|Whiskey Business|https://simpsonswiki.com/wiki/Whiskey_Business|24.0
The Fabulous Faker Boy|https://nohomers.net/forums/index.php?threads/rate-review-the-fabulous-faker-boy-rabf12.38830/|FABULOUSFAKERBOY|The Fabulous Faker Boy|https://simpsonswiki.com/wiki/The_Fabulous_Faker_Boy|24.0
The Saga of Carl|https://nohomers.net/forums/index.php?threads/r-r-the-saga-of-carl-rabf14.38852/|SAGAOFCARL|The Saga of Carl|https://simpsonswiki.com/wiki/The_Saga_of_Carl|24.0
Dangers on a Train|https://nohomers.net/forums/index.php?threads/rate-and-review-dangers-on-a-train-rabf17.38851/|DANGERSONATRAIN|Dangers on a Train|https://simpsonswiki.com/wiki/Dangers_on_a_Train|24.0
Homerland|https://nohomers.net/forums/index.php?threads/rate-and-review-homerland-rabf20.39273/|HOMERL|Homerland|https://simpsonswiki.com/wiki/Homerland|25.0
Treehouse of Horror XXIV|https://nohomers.net/forums/index.php?threads/rate-and-review-treehouse-of-horror-xxiv-rabf16.39307/|TREEHOUSEOFHORRORXXIV|Treehouse of Horror XXIV|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXIV|25.0
Four Regrettings and a Funeral|https://nohomers.net/forums/index.php?threads/r-r-four-regrettings-and-a-funeral.39411/|FOURREGRETTINGSAFUNERAL|Four Regrettings and a Funeral|https://simpsonswiki.com/wiki/Four_Regrettings_and_a_Funeral|25.0
YOLO|https://nohomers.net/forums/index.php?threads/r-r-yolo.39426/|YOLO|YOLO|https://simpsonswiki.com/wiki/YOLO|25.0
Labor Pains|https://nohomers.net/forums/index.php?threads/rate-and-review-labor-pains-rabf19.39446/|LABORPAINS|Labor Pains|https://simpsonswiki.com/wiki/Labor_Pains|25.0
The Kid is All Right|https://nohomers.net/forums/index.php?threads/rate-and-review-the-kid-is-all-right-sabf02.39466/|KIDISALLRIGHT|The Kid Is All Right|https://simpsonswiki.com/wiki/The_Kid_Is_All_Right|25.0
Yellow Subterfuge|https://nohomers.net/forums/index.php?threads/rate-and-review-yellow-subterfuge-sabf04.39516/|YELLOWSUBTERFUGE|Yellow Subterfuge|https://simpsonswiki.com/wiki/Yellow_Subterfuge|25.0
White Christmas Blues|https://nohomers.net/forums/index.php?threads/rate-and-review-white-christmas-blues-sabf01.39542/|WHITECHRISTMASBLUES|White Christmas Blues|https://simpsonswiki.com/wiki/White_Christmas_Blues|25.0
Steal This Episode|https://nohomers.net/forums/index.php?threads/rate-and-review-steal-this-episode-sabf05.39628/|STEALTHISEPISODE|Steal This Episode|https://simpsonswiki.com/wiki/Steal_This_Episode|25.0
Married to the Blob|https://nohomers.net/forums/index.php?threads/rate-and-review-married-to-the-blob-sabf03.39662/|MARRIEDTOBLOB|Married to the Blob|https://simpsonswiki.com/wiki/Married_to_the_Blob|25.0
Specs and the City|https://nohomers.net/forums/index.php?threads/rate-and-review-specs-and-the-city-sabf06.39709/|SPECSCITY|Specs and the City|https://simpsonswiki.com/wiki/Specs_and_the_City|25.0
Diggs|https://nohomers.net/forums/index.php?threads/r-r-diggs.39851/|DIGGS|Diggs|https://simpsonswiki.com/wiki/Diggs|25.0
The Man Who Grew Too Much|https://nohomers.net/forums/index.php?threads/r-r-the-man-who-grew-too-much.39852/|MANWHOGREWTOOMUCH|The Man Who Grew Too Much|https://simpsonswiki.com/wiki/The_Man_Who_Grew_Too_Much|25.0
The Winter of His Content|https://nohomers.net/forums/index.php?threads/r-r-the-winter-of-his-content-sabf09.39878/|WINTEROFHISCONTENT|The Winter of His Content|https://simpsonswiki.com/wiki/The_Winter_of_His_Content|25.0
The War of Art|https://nohomers.net/forums/index.php?threads/r-r-the-war-of-art-sabf10.39907/|WAROFART|The War of Art|https://simpsonswiki.com/wiki/The_War_of_Art|25.0
You Don't Have to Live Like a Referee|https://nohomers.net/forums/index.php?threads/rate-review-you-dont-have-to-live-like-a-referee-sabf11.39960/|YOUDONTHAVETOLIVELIKEAREFEREE|You Don't Have to Live Like a Referee|https://simpsonswiki.com/wiki/You_Don%27t_Have_to_Live_Like_a_Referee|25.0
Luca$|https://nohomers.net/forums/index.php?threads/rate-review-luca-sabf12.40006/|LUCA$|Luca$|https://simpsonswiki.com/wiki/Luca$|25.0
Days of Future Future|https://nohomers.net/forums/index.php?threads/r-r-days-of-future-future.40051/|DAYSOFFUTUREFUTURE|Days of Future Future|https://simpsonswiki.com/wiki/Days_of_Future_Future|25.0
What To Expect When Bart's Expecting|https://nohomers.net/forums/index.php?threads/rate-review-what-to-expect-when-barts-expecting.40093/|WHATTOEXPECTWHENBARTSEXPECTING|What to Expect When Bart's Expecting|https://simpsonswiki.com/wiki/What_to_Expect_When_Bart%27s_Expecting|25.0
Brick Like Me|https://nohomers.net/forums/index.php?threads/rate-and-review-brick-like-me-rabf21.40122/|BRICKLIKEME|Brick Like Me|https://simpsonswiki.com/wiki/Brick_Like_Me|25.0
Pay Pal|https://nohomers.net/forums/index.php?threads/rate-and-review-pay-pal-sabf15.40135/|PAYPAL|Pay Pal|https://simpsonswiki.com/wiki/Pay_Pal|25.0
The Yellow Badge of Cowardge|https://nohomers.net/forums/index.php?threads/r-r-the-yellow-badge-of-cowardge.40151/|YELLOWBADGEOFCOWARDGE|The Yellow Badge of Cowardge|https://simpsonswiki.com/wiki/The_Yellow_Badge_of_Cowardge|25.0
Clown in the Dumps|https://nohomers.net/forums/index.php?threads/rate-and-review-clown-in-the-dumps-sabf20.40512/|CLOWNINDUMPS|Clown in the Dumps|https://simpsonswiki.com/wiki/Clown_in_the_Dumps|26.0
The Wreck of the Relationship|https://nohomers.net/forums/index.php?threads/rate-and-review-the-wreck-of-the-relationship-sabf17.40538/|WRECKOFRELATIONSHIP|The Wreck of the Relationship|https://simpsonswiki.com/wiki/The_Wreck_of_the_Relationship|26.0
Super Franchise Me|https://nohomers.net/forums/index.php?threads/rate-and-review-super-franchise-me.40572/|SUPERFRANCHISEME|Super Franchise Me|https://simpsonswiki.com/wiki/Super_Franchise_Me|26.0
Treehouse of Horror XXV|https://nohomers.net/forums/index.php?threads/rate-review-treehouse-of-horror-xxv.40617/|TREEHOUSEOFHORRORXXV|Treehouse of Horror XXV|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXV|26.0
Opposites A-Frack|https://nohomers.net/forums/index.php?threads/rate-review-opposites-a-frack.40686/|OPPOSITESAFRACK|Opposites A-Frack|https://simpsonswiki.com/wiki/Opposites_A-Frack|26.0
Simpsorama|https://nohomers.net/forums/index.php?threads/rate-review-simpsorama.40713/|SIMPSORAMA|Simpsorama|https://simpsonswiki.com/wiki/Simpsorama|26.0
Blazed and Confused|https://nohomers.net/forums/index.php?threads/rate-and-review-blazed-and-confused-tabf01.40746/|BLAZEDCONFUSED|Blazed and Confused|https://simpsonswiki.com/wiki/Blazed_and_Confused|26.0
Covercraft|https://nohomers.net/forums/index.php?threads/rate-review-covercraft.40767/|COVERCRAFT|Covercraft|https://simpsonswiki.com/wiki/Covercraft|26.0
I Won't Be Home For Christmas|https://nohomers.net/forums/index.php?threads/rate-review-i-wont-be-home-for-christmas-tabf03.40812/|IWONTBEHOMEFORCHRISTMAS|I Won't Be Home for Christmas|https://simpsonswiki.com/wiki/I_Won%27t_Be_Home_for_Christmas|26.0
The Man Who Came To Be Dinner|https://nohomers.net/forums/index.php?threads/r-r-the-man-who-came-to-be-dinner-rabf15.40910/|MANWHOCAMETOBEDINNER|The Man Who Came to Be Dinner|https://simpsonswiki.com/wiki/The_Man_Who_Came_to_Be_Dinner|26.0
Bart's New Friend|https://nohomers.net/forums/index.php?threads/r-r-barts-new-friend-tabf05.40934/|BARTSNEWFRIEND|Bart's New Friend|https://simpsonswiki.com/wiki/Bart%27s_New_Friend|26.0
The Musk Who Fell To Earth|https://nohomers.net/forums/index.php?threads/r-r-the-musk-who-fell-to-earth-tabf04.40962/|MUSKWHOFELLTOEARTH|The Musk Who Fell to Earth|https://simpsonswiki.com/wiki/The_Musk_Who_Fell_to_Earth|26.0
Walking Big and Tall|https://nohomers.net/forums/index.php?threads/r-r-walking-big-and-tall-tabf06.41018/|WALKINGBIGTALL|Walking Big & Tall|https://simpsonswiki.com/wiki/Walking_Big_%26_Tall|26.0
My Fare Lady|https://nohomers.net/forums/index.php?threads/r-r-my-fare-lady-tabf07.41042/|MYFARELADY|My Fare Lady|https://simpsonswiki.com/wiki/My_Fare_Lady|26.0
The Princess Guide|https://nohomers.net/forums/index.php?threads/r-r-the-princess-guide-tabf08.41086/|PRINCESSGUIDE|The Princess Guide|https://simpsonswiki.com/wiki/The_Princess_Guide|26.0
Sky Police|https://nohomers.net/forums/index.php?threads/r-r-sky-police-tabf09.41120/|SKYPOLICE|Sky Police|https://simpsonswiki.com/wiki/Sky_Police|26.0
Waiting for Duffman|https://nohomers.net/forums/index.php?threads/r-r-waiting-for-duffman-tabf10.41147/|WAITINGFORDUFFMAN|Waiting for Duffman|https://simpsonswiki.com/wiki/Waiting_for_Duffman|26.0
Peeping Mom|https://nohomers.net/forums/index.php?threads/r-r-peeping-mom-tabf11.41242/|PEEPINGMOM|Peeping Mom|https://simpsonswiki.com/wiki/Peeping_Mom|26.0
The Kids Are All Fight|https://nohomers.net/forums/index.php?threads/r-r-the-kids-are-all-fight-tabf12.41270/|KIDSAREALLFIGHT|The Kids Are All Fight|https://simpsonswiki.com/wiki/The_Kids_Are_All_Fight|26.0
Let's Go Fly a Coot|https://nohomers.net/forums/index.php?threads/r-r-lets-go-fly-a-coot-tabf13.41284/|LETSGOFLYACOOT|Let's Go Fly a Coot|https://simpsonswiki.com/wiki/Let%27s_Go_Fly_a_Coot|26.0
Bull*E|https://nohomers.net/forums/index.php?threads/r-r-bull-e-tabf15.41312/|BULLE|Bull-E|https://simpsonswiki.com/wiki/Bull-E|26.0
Mathlete's Feat|https://nohomers.net/forums/index.php?threads/r-r-mathletes-feat-tabf16.41347/|MATHLETESFEAT|Mathlete's Feat|https://simpsonswiki.com/wiki/Mathlete%27s_Feat|26.0
Every Man's Dream|https://nohomers.net/forums/index.php?threads/rate-review-every-mans-dream.41693/|EVERYMANSDREAM|Every Man's Dream|https://simpsonswiki.com/wiki/Every_Man%27s_Dream|27.0
Cue Detective|https://nohomers.net/forums/index.php?threads/rate-review-cue-detective.41707/|CUEDETECTIVE|'Cue Detective|https://simpsonswiki.com/wiki/%27Cue_Detective|27.0
Puffless|https://nohomers.net/forums/index.php?threads/rate-review-puffless.41714/|PUFFLESS|Puffless|https://simpsonswiki.com/wiki/Puffless|27.0
Halloween of Horror|https://nohomers.net/forums/index.php?threads/rate-review-halloween-of-horror.41726/|HALLOWEENOFHORROR|Halloween of Horror|https://simpsonswiki.com/wiki/Halloween_of_Horror|27.0
Treehouse of Horror XXVI|https://nohomers.net/forums/index.php?threads/r-r-treehouse-of-horror-xxvi-tabf18.41736/|TREEHOUSEOFHORRORXXVI|Treehouse of Horror XXVI|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXVI|27.0
Friend with Benefit|https://nohomers.net/forums/index.php?threads/r-r-friend-with-benefit-tabf21.41773/|FRIENDWITHBENEFIT|Friend with Benefit|https://simpsonswiki.com/wiki/Friend_with_Benefit|27.0
"Lisa with an ""S"""|https://nohomers.net/forums/index.php?threads/rate-review-lisa-with-an-s-tabf20.41811/|LISAWITHANS|"Lisa with an ""S"""|https://simpsonswiki.com/wiki/Lisa_with_an_%22S%22|27.0
'Paths of Glory|https://nohomers.net/forums/index.php?threads/r-r-paths-of-glory-vabf01.41862/|PATHSOFGLORY|'Paths of Glory|https://simpsonswiki.com/wiki/%27Paths_of_Glory|27.0
Barthood|https://nohomers.net/forums/index.php?threads/r-r-barthood-vabf02.41874/|BARTHOOD|Barthood|https://simpsonswiki.com/wiki/Barthood|27.0
The Girl Code|https://nohomers.net/forums/index.php?threads/r-r-the-girl-code-vabf03.41904/|GIRLCODE|The Girl Code|https://simpsonswiki.com/wiki/The_Girl_Code|27.0
Teenage Mutant Milk-Caused Hurdles|https://nohomers.net/forums/index.php?threads/r-r-teenage-mutant-milk-caused-hurdles-vabf04.41925/|TEENAGEMUTANTMILKCAUSEDHURDLES|Teenage Mutant Milk-Caused Hurdles|https://simpsonswiki.com/wiki/Teenage_Mutant_Milk-Caused_Hurdles|27.0
Much Apu About Something|https://nohomers.net/forums/index.php?threads/r-r-much-apu-about-something-vabf05.41934/|MUCHAPUABOUTSOMETHING|Much Apu About Something|https://simpsonswiki.com/wiki/Much_Apu_About_Something|27.0
Love Is in the N2-O2-Ar-CO2-Ne-He-CH4|https://nohomers.net/forums/index.php?threads/rate-and-review-love-is-in-the-n2-o2-ar-co2-ne-he-ch4-vabf07.41991/|LOVEISINN2O2ARCO2NEHECH4|Love Is in the N2-O2-Ar-CO2-Ne-He-CH4|https://simpsonswiki.com/wiki/Love_Is_in_the_N2-O2-Ar-CO2-Ne-He-CH4|27.0
Gal of Constant Sorrow|https://nohomers.net/forums/index.php?threads/r-r-%E2%80%9Cgal-of-constant-sorrow%E2%80%9D-vabf06.42005/|GALOFCONSTANTSORROW|Gal of Constant Sorrow|https://simpsonswiki.com/wiki/Gal_of_Constant_Sorrow|27.0
Lisa the Veterinarian|https://nohomers.net/forums/index.php?threads/r-r-lisa-the-veterinarian-vabf08.42025/|LISAVETERINARIAN|Lisa the Veterinarian|https://simpsonswiki.com/wiki/Lisa_the_Veterinarian|27.0
The Marge-ian Chronicles|https://nohomers.net/forums/index.php?threads/r-r-%E2%80%9Cthe-marge-ian-chronicles%E2%80%9D-vabf09.42046/|MARGEIANCHRONICLES|The Marge-ian Chronicles|https://simpsonswiki.com/wiki/The_Marge-ian_Chronicles|27.0
The Burns Cage|https://nohomers.net/forums/index.php?threads/rate-and-review-the-burns-cage.42079/|BURNSCAGE|The Burns Cage|https://simpsonswiki.com/wiki/The_Burns_Cage|27.0
How Lisa Got Her Marge Back|https://nohomers.net/forums/index.php?threads/r-r-how-lisa-got-her-marge-back-vabf11.42104/|HOWLISAGOTHERMARGEBACK|How Lisa Got Her Marge Back|https://simpsonswiki.com/wiki/How_Lisa_Got_Her_Marge_Back|27.0
Fland Canyon|https://nohomers.net/forums/index.php?threads/r-r-fland-canyon-vabf12.42142/|FLCANYON|Fland Canyon|https://simpsonswiki.com/wiki/Fland_Canyon|27.0
To Courier With Love|https://nohomers.net/forums/index.php?threads/r-r-to-courier-with-love-vabf14.42162/|TOCOURIERWITHLOVE|To Courier with Love|https://simpsonswiki.com/wiki/To_Courier_with_Love|27.0
Simprovised|https://nohomers.net/forums/index.php?threads/r-r-%E2%80%9Csimprovised%E2%80%9D-vabf13.42171/|SIMPROVISED|Simprovised|https://simpsonswiki.com/wiki/Simprovised|27.0
Orange is The New Yellow|https://nohomers.net/forums/index.php?threads/r-r-orange-is-the-new-yellow.42183/|ORANGEISNEWYELLOW|Orange Is the New Yellow|https://simpsonswiki.com/wiki/Orange_Is_the_New_Yellow|27.0
Monty Burns' Fleeing Circus|https://nohomers.net/forums/index.php?threads/r-r-monty-burns-fleeing-circus-vabf20.42346/|MONTYBURNSFLEEINGCIRCUS|Monty Burns' Fleeing Circus|https://simpsonswiki.com/wiki/Monty_Burns%27_Fleeing_Circus|28.0
Friends and Family|https://nohomers.net/forums/index.php?threads/r-r-%E2%80%9Cfriends-and-family%E2%80%99%E2%80%9D-vabf18.42354/|FRIENDSFAMILY|Friends and Family|https://simpsonswiki.com/wiki/Friends_and_Family|28.0
The Town|https://nohomers.net/forums/index.php?threads/rate-review-the-town-vabf17.42365/|TOWN|The Town|https://simpsonswiki.com/wiki/The_Town|28.0
Treehouse of Horror XXVII|https://nohomers.net/forums/index.php?threads/rate-review-treehouse-of-horror-xxvii-vabf16.42368/|TREEHOUSEOFHORRORXXVII|Treehouse of Horror XXVII|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXVII|28.0
Trust but Clarify|https://nohomers.net/forums/index.php?threads/rate-review-trust-but-clarify-vabf21.42375/|TRUSTBUTCLARIFY|Trust but Clarify|https://simpsonswiki.com/wiki/Trust_but_Clarify|28.0
There Will Be Buds|https://nohomers.net/forums/index.php?threads/rate-review-there-will-be-buds-vabf22.42387/|REWILLBEBUDS|There Will Be Buds|https://simpsonswiki.com/wiki/There_Will_Be_Buds|28.0
Havana Wild Weekend|https://nohomers.net/forums/index.php?threads/rate-review-havana-wild-weekend-vabf19.42391/|HAVANAWILDWEEKEND|Havana Wild Weekend|https://simpsonswiki.com/wiki/Havana_Wild_Weekend|28.0
Dad Behavior|https://nohomers.net/forums/index.php?threads/r-r-dad-behavior-wabf01.42400/|DADBEHAVIOR|Dad Behavior|https://simpsonswiki.com/wiki/Dad_Behavior|28.0
The Last Traction Hero|https://nohomers.net/forums/index.php?threads/r-r-last-traction-hero-wabf03.42406/|LASTTRACTIONHERO|The Last Traction Hero|https://simpsonswiki.com/wiki/The_Last_Traction_Hero|28.0
The Nightmare After Krustmas|https://nohomers.net/forums/index.php?threads/rate-review-the-nightmare-after-krustmas-wabf02.42416/|NIGHTMAREAFTERKRUSTMAS|The Nightmare After Krustmas|https://simpsonswiki.com/wiki/The_Nightmare_After_Krustmas|28.0
Pork and Burns|https://nohomers.net/forums/index.php?threads/r-r-pork-and-burns-wabf06.42459/|PORKBURNS|Pork and Burns|https://simpsonswiki.com/wiki/Pork_and_Burns|28.0
The Great Phatsby|https://nohomers.net/forums/index.php?threads/r-r-the-great-phatsby-wabf04-wabf05.42472/|GREATPHATSBY|||
Fatzcarraldo|https://nohomers.net/forums/index.php?threads/rate-review-fatzcarraldo-wabf07.42508/|FATZCARRALDO|Fatzcarraldo|https://simpsonswiki.com/wiki/Fatzcarraldo|28.0
The Cad and the Hat|https://nohomers.net/forums/index.php?threads/rate-review-the-cad-and-the-hat-wabf08.42513/|CADHAT|The Cad and the Hat|https://simpsonswiki.com/wiki/The_Cad_and_the_Hat|28.0
Kamp Krustier|https://nohomers.net/forums/index.php?threads/rate-review-kamp-krustier-wabf09.42521/|KAMPKRUSTIER|Kamp Krustier|https://simpsonswiki.com/wiki/Kamp_Krustier|28.0
22 For 30|https://nohomers.net/forums/index.php?threads/rate-review-22-for-30-wabf10.42533/|22FOR30|22 for 30|https://simpsonswiki.com/wiki/22_for_30|28.0
A Father's Watch|https://nohomers.net/forums/index.php?threads/rate-review-a-fathers-watch-wabf11.42534/|AFARSWATCH|A Father's Watch|https://simpsonswiki.com/wiki/A_Father%27s_Watch|28.0
The Caper Chase|https://nohomers.net/forums/index.php?threads/rate-review-the-caper-chase-wabf12.42544/|CAPERCHASE|The Caper Chase|https://simpsonswiki.com/wiki/The_Caper_Chase|28.0
Looking for Mr. Goodbart|https://nohomers.net/forums/index.php?threads/rate-review-looking-for-mr-goodbart-wabf13.42572/|LOOKINGFORMRGOODBART|Looking for Mr. Goodbart|https://simpsonswiki.com/wiki/Looking_for_Mr._Goodbart|28.0
Moho House|https://nohomers.net/forums/index.php?threads/rate-review-moho-house-wabf14.42576/|MOHOHOUSE|Moho House|https://simpsonswiki.com/wiki/Moho_House|28.0
Dogtown|https://nohomers.net/forums/index.php?threads/rate-review-dogtown-wabf15.42585/|DOGTOWN|Dogtown|https://simpsonswiki.com/wiki/Dogtown|28.0
The Serfsons|https://nohomers.net/forums/index.php?threads/rate-review-the-serfsons-wabf17.42725/|SERFSONS|The Serfsons|https://simpsonswiki.com/wiki/The_Serfsons|29.0
Springfield Splendor|https://nohomers.net/forums/index.php?threads/rate-review-springfield-splendor-wabf22.42733/|SPRINGFIELDSPLENDOR|Springfield Splendor|https://simpsonswiki.com/wiki/Springfield_Splendor|29.0
Whistler's Father|https://nohomers.net/forums/index.php?threads/rate-review-whistlers-father-wabf16.42755/|WHISTLERSFAR|Whistler's Father|https://simpsonswiki.com/wiki/Whistler%27s_Father|29.0
